LMID,Frag_Num,mz,Frag_int,smiles
LMFA08020171,101,84.0922 100.0449 102.0944 103.0982 112.0477 124.2823 129.1074 138.0982 154.091 165.1031 166.0918 178.3151 183.0979 183.1156 184.1154 201.1246 201.3228 202.1351 202.3399 203.1294 211.9717 211.978 219.1308 219.1695 282.9995 283.1244 284.1905 293.1427 293.1502 301.1268 302.1352 308.0907 310.1785 318.2106 319.2238 320.2229 326.1483 342.0181 366.1746 398.1801 400.2036 401.2173 401.2611 401.2873 401.3398 401.3922 402.2148 403.2223 404.2135 416.0602 418.2001 418.2268 419.0039 419.2274 419.281 419.2989 419.3168 419.4062 420.1754 420.1843 420.2291 420.9901 421.223 423.2414 452.0142 468.072 478.2421 481.1871 483.2002 483.229 485.1983 488.0874 488.9751 490.4048 495.1534 500.2177 500.2275 501.2043 501.263 502.2311 503.3862 505.2685 507.2723 514.1982 519.319 520.3142 521.3205 522.3876 527.1177 535.2474 537.1175 538.9908 541.1722 558.0793 558.1102 568.2319 570.2004 571.3268 577.2901 578.1505 618.3577,0.067621 0.20874 0.052921 0.052921 0.044101 0.029401 0.058801 0.16758 0.032341 0.082321 0.2058 0.02352 0.041161 0.12936 0.038221 1.9287 0.094082 0.041161 0.02058 0.032341 0.041161 0.041161 0.77911 0.11466 0.02058 0.20286 0.01764 0.02646 0.02646 1.032 0.061741 0.070561 0.14406 0.058801 0.84967 0.088202 0.044101 0.1176 0.029401 0.029401 0.10584 8.2174 0.12348 0.01764 0.15288 0.038221 1.9463 0.24696 0.17052 0.064681 0.038221 0.02352 0.047041 10.8753 0.044101 0.029401 0.02352 0.035281 0.070561 0.070561 1.5435 0.038221 0.50569 0.11466 0.035281 0.091142 0.055861 0.14994 0.052921 0.055861 0.073501 0.088202 0.058801 0.038221 0.15876 0.02646 0.02646 0.26754 0.049981 0.24402 0.029401 0.044101 0.02058 0.044101 1.1349 0.18522 0.1029 0.12348 0.14406 0.1176 0.032341 0.049981 0.1323 0.044101 0.12054 0.070561 0.035281 0.035281 0.067621 0.041161 0.032341,NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)O
LMFA08020171,10,201.1235 301.1396 319.2342 401.2397 519.3444 519.3503 519.3539 519.3561 520.3536 619.3661,4.1685 4.6728 12.0589 10.6994 4.264 100 7.1996 3.0525 20.1067 17.9767,NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)NCCCCCN(O)C(=O)CCC(=O)O
LMFA08020198,24,41.0379 43.0172 44.0129 44.0495 45.0338 46.029 47.0114 55.0539 56.014 57.071 58.0642 59.0501 65.0392 67.0546 69.0692 74.0234 76.076 80.049 83.0494 84.0471 85.0666 94.0628 95.0502 96.0801,81.65 40.4798 1.1503 1.4568 11.3843 11.436 1.3604 15.5603 100 21.4341 79.9917 19.5158 9.714 36.3796 4.5634 7.775 18.7443 1.202 2.4883 3.8901 2.2817 1.8167 3.9486 1.6394,CC(C)(CO)C(O)C(=O)NCCCO
LMFA08020198,25,41.0379 43.0172 44.0472 45.0338 46.029 47.0137 55.0513 56.014 57.071 58.0642 59.0501 65.0336 67.0546 69.0692 74.0234 76.076 83.0494 84.0439 85.0666 95.0502 96.0801 102.0543 112.0764 124.0791 142.1241,40.962 35.5205 1.3777 11.3262 10.9014 1.0039 7.1066 52.914 28.9321 100 25.0453 2.7045 33.2663 11.1534 20.8796 65.6165 3.4422 17.0594 9.2674 13.334 2.9551 3.05 1.5179 2.3887 1.8053,CC(C)(CO)C(O)C(=O)NCCCO
LMFA08020198,27,41.0379 43.0172 44.0472 45.0338 46.029 56.014 57.071 58.0642 59.0501 67.0546 69.0692 74.0234 76.076 83.0494 84.0439 85.0666 86.0602 95.0502 102.0543 103.0757 113.0585 124.0753 142.1241 152.106 170.1178 188.1315 206.1381,8.7975 11.7011 1.4587 3.4834 5.6784 7.361 9.6756 35.1699 14.2012 7.7836 8.8803 22.9596 100 1.1588 10.2393 13.0493 1.6136 12.3537 14.4727 4.6652 1.4848 2.0377 1.2355 1.0139 7.5734 8.1026 1.4288,CC(C)(CO)C(O)C(=O)NCCCO
LMFA08020198,20,43.0172 46.029 57.0684 58.0669 59.0501 67.0518 69.0692 74.0234 76.076 84.0439 85.0634 86.0602 95.0502 102.0543 103.0757 113.0622 152.106 170.1178 188.1315 206.1431,1.6359 1.3912 2.4241 10.1 2.1861 1.3622 3.8249 8.4181 83.014 1.7775 2.4271 1.9533 2.6904 21.528 4.4486 1.6344 1.0093 14.4492 33.8875 100,CC(C)(CO)C(O)C(=O)NCCCO
LMFA08020198,35,41.0379 43.0171 45.0326 55.0537 56.049 58.0652 59.0485 59.0589 60.0438 65.0379 67.0529 69.0697 74.0233 76.0751 77.0786 83.0487 83.0851 84.0442 85.0645 88.0213 89.0243 94.0647 95.0486 98.0962 102.0552 119.994 121.0508 124.0771 134.0969 135.0806 142.1224 159.1024 170.1184 173.0865 188.1286,49.7298 47.9535 4.1719 41.4433 6.4328 98.9888 36.6612 1.5641 3.8653 47.0043 54.0534 14.6806 33.9791 100 3.1514 5.0097 10.2702 22.3864 13.6415 26.6852 1.8413 1.0314 20.8796 1.0995 4.4584 3.3419 6.6156 2.9702 1.4541 2.7859 1.9512 1.6353 1.1165 2.5103 1.0437,CC(C)(CO)C(O)C(=O)NCCCO
LMFA08020198,18,58.0652 69.0697 74.0233 76.0751 77.0786 85.0645 86.06 95.0486 102.0552 103.0755 112.087 113.0605 152.1078 170.1184 171.1214 188.1286 189.1315 206.1391,2.9142 2.7318 5.249 80.7732 2.6602 1.9788 1.468 1.1667 19.5461 3.0783 1.4764 1.0994 1.3165 18.9802 1.7702 40.822 3.2164 100,CC(C)(CO)C(O)C(=O)NCCCO
LMFA08020198,3,170.1184 188.1286 206.1391,2.481 3.8587 100,CC(C)(CO)C(O)C(=O)NCCCO
LMFA08020198,17,58.065 59.0487 60.08 67.0537 68.0498 69.0695 78.0422 82.0709 94.064 96.0811 97.0635 109.1007 121.1004 142.0714 143.0738 159.1018 175.1315,49.4 24.1 3.2 10.6 3.7 12.7 2.5 4.1 9.3 3.1 13.8 4.7 6.7 3.2 7.7 14 42.5,CC(C)(CO)C(O)C(=O)NCCCO
LMFA08020198,8,76.0752 84.0444 98.06 124.0864 130.159 152.1078 188.1296 206.1396,9.7 8 21.7 3.6 11.8 3.1 15.5 10.6,CC(C)(CO)C(O)C(=O)NCCCO
LMFA08020198,2,188.1299 206.1392,80.5 48.4,CC(C)(CO)C(O)C(=O)NCCCO
LMFA08020198,9,53.0386 77.0385 79.0542 81.0334 95.0491 103.0543 105.0699 120.081 130.0652,2.4634 1.426 24.9286 0.19031 7.6027 20.0566 100 0.11278 2.3628,CC(C)(CO)C(O)C(=O)NCCCO
LMFA08020198,9,53.0386 77.0383 79.0542 95.0491 103.0542 105.0699 120.0809 130.0651 189.1133,0.47339 0.42239 8.7877 1.6114 7.111 100 0.11443 2.9762 0.39178,CC(C)(CO)C(O)C(=O)NCCCO
LMFA08020198,11,51.023 77.0382 79.0542 95.0491 103.0543 105.0699 120.0807 122.0964 130.0651 189.1135 206.1403,0.11129 0.13106 2.2229 0.30177 1.7169 100 0.28163 0.56662 2.6283 2.5151 0.91224,CC(C)(CO)C(O)C(=O)NCCCO
LMFA08020198,9,77.0383 79.0543 103.0542 105.0699 120.0808 122.0964 130.065 189.1135 206.1401,0.1886 0.35938 0.5249 100 0.29632 3.0724 2.2832 16.8539 42.2933,CC(C)(CO)C(O)C(=O)NCCCO
LMFA08020198,4,105.0699 122.0964 189.1135 206.14,5.845 0.64862 4.4717 100,CC(C)(CO)C(O)C(=O)NCCCO
LMFA08020198,4,105.0698 122.0964 189.1136 206.14,1.2953 0.28305 1.5046 100,CC(C)(CO)C(O)C(=O)NCCCO
LMFA08020198,69,41.0404 42.0335 43.0191 44.0487 45.0331 46.0283 47.0152 55.0493 55.0514 56.0146 56.0493 57.0317 57.0698 58.0654 59.0502 65.015 65.0376 67.054 69.0731 70.0646 73.0609 74.0225 76.0759 81.0559 82.0622 83.0492 84.0459 85.0653 86.0207 86.0597 87.0782 94.062 95.0513 96.0789 97.0636 98.095 102.0553 103.0757 107.0835 108.0776 110.0562 111.067 113.0592 114.0522 114.0852 116.0709 124.0756 124.1084 125.0938 126.0862 130.1158 131.0684 132.1068 134.0998 140.1072 141.084 142.0842 142.121 143.1065 144.0953 152.1063 153.0875 158.115 170.1173 171.1016 181.0655 188.1277 189.13 206.1385,21.1361 0.56986 16.8699 0.53649 3.8273 5.6087 0.21562 0.10781 0.32343 14.5596 0.21562 0.21562 9.9777 41.8513 10.8222 0.10781 0.32343 8.2296 7.6751 0.21562 0.10781 22.4658 100 0.21562 0.32343 0.70334 9.0613 8.3297 0.21562 0.97543 0.32343 0.21562 15.1141 2.8211 0.32343 0.53649 26.5806 9.4078 0.21562 0.21562 0.21562 0.6289 2.2769 0.61093 0.21562 0.21562 3.3729 0.86249 0.21562 0.61093 0.21562 0.21562 0.21562 0.10781 0.32343 0.21562 0.32087 2.9443 0.21562 0.21562 2.5823 0.43124 0.32343 30.5311 0.21562 0.09241 36.0551 0.21562 18.2791,CC(C)(CO)C(O)C(=O)NCCCO
LMFA08020198,4,102.0557 170.1158 188.1263 206.1381,39.4089 28.5714 64.532 100,CC(C)(CO)C(O)C(=O)NCCCO
LMFA08020317,11,57.0701 71.0857 81.0699 91.0543 94.0414 122.0363 137.0597 141.1274 158.1541 170.1539 294.2064,0.7115 1.0223 0.28863 0.16953 0.75056 3.0048 100 2.1678 1.1141 0.85189 1.644,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1
LMFA08020317,22,51.023 53.0387 55.0179 55.0543 57.0699 65.0386 66.0464 67.0541 71.0855 77.0386 79.0542 81.0699 88.0758 91.0542 94.0414 95.0492 105.0335 107.0492 109.0648 122.0363 135.0439 137.0598,0.98228 3.6159 1.3695 0.72379 2.7262 5.3293 24.7215 1.338 0.59562 2.4873 10.6456 5.242 0.59288 8.082 100 6.1298 1.3751 3.4388 3.0161 81.3534 0.90094 55.6799,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1
LMFA08020317,23,51.0231 53.0387 55.0179 55.0544 57.0699 65.0386 66.0464 67.0541 71.0855 77.0385 79.0542 81.0699 88.0758 91.0542 94.0413 95.0491 105.0334 107.0491 109.0648 122.0362 135.0441 137.0597 158.1539,0.3965 0.89608 0.76995 0.31205 2.896 1.9368 4.1676 0.64693 1.4629 0.54066 7.0265 4.4339 0.82718 5.6227 33.4137 2.2176 0.32811 2.9233 4.1949 62.2089 0.85934 100 0.52452,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1
LMFA08020317,19,53.0386 57.0699 65.0386 66.0463 67.0541 71.0855 79.0542 81.0699 88.0757 91.0543 94.0414 95.0491 102.0914 105.0335 107.0493 109.0648 122.0362 137.0597 158.1541,0.18579 2.1438 0.23617 0.53241 0.28379 1.6137 1.962 2.3135 0.74856 1.7718 4.7932 0.36621 0.23044 0.24865 1.1043 2.0548 15.4671 100 0.91675,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1
LMFA08020317,16,57.0699 67.0542 71.0855 79.0542 81.0699 88.0756 91.0542 94.0414 102.0913 107.0493 109.0649 122.0362 123.117 137.0598 141.1274 158.1541,1.7171 0.45133 1.8155 0.40025 1.0614 0.37054 0.32155 0.46538 0.17221 0.27434 0.93144 2.3166 0.25818 100 0.74181 2.2464,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1
LMFA08020317,11,57.0699 67.0542 71.0855 81.0699 109.0647 122.0364 123.1169 137.0597 141.1274 158.154 170.1538,0.84837 0.19314 1.0816 0.57541 0.24213 0.25746 0.49584 100 4.4392 2.3851 0.29608,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1
LMFA08020317,5,71.0854 137.0597 141.1274 158.154 170.1539,0.26716 100 5.822 1.507 3.9616,CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1
LMFA08020318,15,43.055 65.0401 66.0483 77.0396 79.0551 81.0694 81.0715 91.0546 94.0423 107.0496 122.0364 122.1322 137.06 137.1616 137.2003,1.4555 1.7267 5.016 2.5826 2.6707 1.5786 1.038 2.6156 28.3183 1.3784 43.5556 1.4334 100 3.1672 1.0811,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O
LMFA08020318,6,81.0702 94.0421 122.0367 137.06 137.1613 172.1689,1.0631 1.6727 2.9259 100 3.6557 1.9409,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O
LMFA08020318,6,122.0362 137.0601 137.1617 172.1695 184.1695 308.2214,1.034 100 3.4294 1.5856 7.8368 3.8298,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O
LMFA08020318,92,52.13 53.0033 53.0394 53.1878 55.0186 55.055 56.0598 57.0706 58.0295 58.2298 58.2373 58.9907 60.9835 61.0114 61.1441 63.0196 63.0664 63.1986 65.0393 65.0518 65.0996 66.0471 67.0549 69.0341 69.0706 71.0862 71.205 71.207 74.0607 75.0322 75.1766 77.0393 78.002 79.0548 80.05 80.0581 81.0705 82.0738 82.0874 82.1217 83.086 85.1018 88.0762 88.213 91.0547 92.058 93.0704 94.0418 95.0451 95.0496 95.086 95.177 99.9981 100.0766 101.0643 102.0918 103.9939 105.0339 107.0495 107.0809 107.0856 107.0936 109.0651 113.0597 118.1001 119.0164 120.0794 121.1549 122.0364 122.0701 123.0398 131.0866 134.0456 135.044 137.0501 137.0597 138.063 139.0643 147.0648 152.0708 162.0125 164.1934 169.997 172.1696 180.2144 185.0876 193.0658 204.1297 224.0708 231.1412 236.0125 268.0182,0.008192 0.008082 0.13899 0.007872 0.48292 0.17141 0.008562 1.0406 0.52707 0.008793 0.010459 0.008735 0.008908 0.28096 0.009979 0.007917 0.009001 0.010966 0.23158 0.010427 0.008853 0.67157 0.38086 0.011639 0.83794 0.58373 0.009088 0.008836 0.022604 0.008925 0.008191 0.076405 0.007941 1.9089 0.40325 0.022998 2.0697 0.019774 0.010082 0.009847 0.013831 0.03901 0.29581 0.010203 1.6827 0.025894 0.026607 7.8758 0.31298 0.36673 0.43922 0.010709 0.009409 0.021813 0.010958 0.085287 0.009695 0.10963 0.95555 0.009321 0.013557 0.011289 0.61547 0.010238 0.008434 0.010839 0.010894 0.007969 25.1326 0.008954 1.9166 0.009884 0.009523 0.23893 0.029474 100 8.3189 0.24924 0.010632 0.018638 0.009064 0.01029 0.009429 0.27153 0.009388 0.012556 0.011082 0.011283 0.010284 0.011104 0.012744 0.012416,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O
LMFA08020318,97,51.0347 54.0631 54.1079 55.0186 55.993 57.0692 57.0706 58.0295 58.1075 59.0406 60.0357 61.0114 61.158 66.1212 67.0549 67.2077 69.0706 69.1193 69.2181 70.0861 71.0862 71.1821 72.0895 72.1147 73.0138 76.0371 76.1089 79.0216 79.0343 79.0548 80.0501 81.0475 81.0705 82.0739 83.086 83.0921 83.16 85.1017 88.0763 91.0547 94.0418 95.086 98.0867 99.081 100.0762 102.0917 105.9991 107.0496 107.0858 107.1621 107.1845 108.1867 109.065 109.1015 111.0806 113.0599 114.0917 122.0364 123.0397 128.1072 132.1527 134.139 135.1168 137.05 137.0597 137.1323 138.063 139.0646 140.1822 147.1168 149.1324 149.176 150.1821 152.0707 153.0691 157.173 166.1906 167.1115 172.1695 173.1732 176.9892 178.1796 179.0223 184.17 185.1829 189.0491 194.9998 195.0937 202.1969 205.988 208.146 216.0648 216.0807 216.0993 222.2374 231.2043 233.0399,0.005724 0.007494 0.005332 0.087151 0.006131 0.005761 0.55184 0.22741 0.005649 0.006078 0.006703 0.10141 0.00551 0.006463 0.089805 0.005747 0.80045 0.006026 0.005864 0.007371 0.64493 0.006427 0.005726 0.006305 0.006533 0.007469 0.007407 0.011655 0.005545 0.1317 0.36287 0.006379 1.1777 0.007923 0.041554 0.005792 0.006043 0.23341 0.10221 0.13407 0.27972 0.56464 0.006408 0.007247 0.033193 0.008788 0.00661 0.042275 0.015138 0.007499 0.006928 0.006526 0.054459 0.015244 0.006359 0.10374 0.081451 1.857 0.03071 0.029618 0.008574 0.006164 0.046531 0.19559 100 0.13728 8.3448 0.26165 0.006315 0.013778 0.00898 0.007167 0.007583 0.057465 0.007499 0.006168 0.006656 0.006728 1.3438 0.038656 0.020506 0.007658 0.006562 0.022829 0.009178 0.005616 0.057681 0.006399 0.006368 0.024518 0.006187 0.020627 0.16608 0.1535 0.007123 0.00821 0.005807,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O
LMFA08020318,131,51.0239 53.2057 54.1558 55.0186 55.0551 55.0992 57.0472 57.0706 57.1909 58.0295 58.031 59.0499 61.0114 61.0793 61.2165 62.0939 63.1914 65.1417 66.1073 66.1331 67.0549 68.2153 69.0706 71.0862 71.9994 72.0503 73.0655 73.0749 74.19 77.0395 79.0218 79.0547 79.1011 80.0501 80.0539 81.0705 82.0738 83.0498 83.0861 84.117 85.1017 85.2023 87.1397 88.0761 91.0547 91.1587 91.2302 93.0703 93.1673 94.0418 95.086 95.194 97.0653 97.1016 98.1051 99.0809 100.0761 103.0027 106.0783 106.2187 107.0858 109.0649 109.1014 109.1916 110.037 111.0806 111.1171 111.1467 113.06 114.0916 117.0315 119.2174 120.2019 121.1016 122.0364 123.1167 128.1071 131.0856 133.1014 134.1939 134.2072 135.1169 137.0501 137.0597 137.1323 138.063 138.1357 139.0646 140.1077 142.1229 147.1168 149.1324 151.9821 152.0705 153.0536 153.1273 155.143 160.1617 161.0116 162.1664 167.1431 170.1537 172.1695 172.191 173.1731 176.9894 179.0225 181.0713 181.9968 182.1541 184.1696 185.173 194.9999 196.1702 205.9877 211.0109 216.0611 216.0738 216.0763 216.0891 216.1112 216.1137 223.052 246.1375 251.1252 251.9745 257.0854 265.9912 273.1493 289.162 303.1778,0.016279 0.003322 0.003709 0.044481 0.003249 0.003012 0.003156 0.26401 0.003108 0.13585 0.003044 0.047966 0.046294 0.004218 0.002929 0.002752 0.003087 0.002846 0.003176 0.003064 0.051969 0.003048 0.60075 0.36534 0.002945 0.003714 0.009861 0.003235 0.003212 0.002985 0.011093 0.003493 0.003 0.092757 0.003015 1.1603 0.025329 0.003095 0.047956 0.003137 0.17146 0.003192 0.003702 0.006797 0.019759 0.003245 0.002982 0.017911 0.003912 0.046014 0.52821 0.003917 0.028669 0.009015 0.003628 0.046097 0.12174 0.003029 0.004578 0.002944 0.032272 0.033792 0.05835 0.003169 0.003059 0.004356 0.15081 0.00369 0.34702 0.29279 0.003739 0.004241 0.00302 0.004555 0.40181 0.004315 0.31509 0.003031 0.01843 0.003141 0.003261 0.22037 0.376 100 0.68482 8.5055 0.013349 0.34303 0.003368 0.009283 0.009289 0.095387 0.004745 0.20969 0.003395 0.16885 0.14784 0.004016 0.004201 0.003529 0.018384 0.003807 1.6312 0.004595 0.12443 0.13418 0.017789 0.003205 0.003167 0.008232 0.59693 0.031026 0.16039 0.012127 0.00901 0.005561 0.008305 0.036413 0.034258 0.088466 0.022982 0.021629 0.003433 0.003882 0.042597 0.031694 0.00334 0.066469 0.004506 0.057796 0.007481,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O
LMFA08020318,5,94.0418 122.0365 137.0598 184.1702 308.2225,9.6617 14.0408 100 3.4652 2.7229,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O
LMFA08020318,5,94.0418 122.0365 137.0598 184.1702 308.2225,9.6617 14.0408 100 3.4652 2.7229,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O
LMFA08020318,47,41.0386 43.055 51.0232 57.0688 58.0269 65.0376 66.0454 69.0662 71.0832 77.0374 79.0545 81.0686 83.1452 85.0977 88.0737 91.0513 93.0358 94.043 95.0842 97.0636 99.076 100.0703 102.0879 104.0211 107.0443 109.0603 111.1114 114.0882 122.0363 128.1034 132.0794 133.0861 135.0409 135.1126 137.0608 138.0599 138.1242 138.2001 153.1171 153.1223 155.1451 156.0747 172.1699 184.0749 184.1663 188.07 216.0969,0.047827 0.238 0.047827 0.19415 0.07174 0.07174 0.119 0.14803 0.11957 0.095653 0.71968 0.82273 0.020497 0.095653 0.047827 0.18732 0.047827 3.7897 0.24483 0.07174 0.047827 0.047827 0.095653 0.023913 0.23287 0.07174 0.095084 0.16398 9.2795 0.13266 0.047827 0.047827 0.095653 0.34788 100 0.43158 0.07174 0.07174 0.023913 0.58018 0.35984 0.07174 2.0412 0.119 1.2099 0.047827 0.07174,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O
LMFA08020318,14,57.0707 58.0294 67.0912 69.0705 71.0861 76.036 81.0704 94.0418 95.0857 122.0362 137.0597 137.1325 172.1697 184.1695,0.24021 0.2344 0.1831 0.25557 0.40213 0.17565 1.432 0.45733 0.42851 2.0181 100 0.37959 2.089 0.30589,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O
LMFA08020318,37,51.0235 57.0703 58.0291 59.0496 66.0467 67.0544 69.0701 71.0857 73.065 77.0385 79.0543 81.0699 83.0858 85.1012 88.0757 91.0542 94.0413 95.0855 97.0652 99.0805 100.0755 102.0907 107.0491 109.0647 111.1167 114.0916 122.0361 128.1068 135.1164 137.0596 137.1321 142.1219 153.1274 155.1425 172.1694 184.1695 308.2211,0.06 0.24167 0.225 0.10833 0.1 0.125 0.56667 0.45 0.0775 0.065833 0.15 1.5 0.06 0.13333 0.10833 0.21667 0.38333 0.65 0.091667 0.11667 0.21667 0.051667 0.1 0.46667 0.2 0.29167 1.25 0.40833 0.21667 100 0.91667 0.066667 0.19167 0.39167 2.1667 2.5833 0.68333,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O
LMFA08020318,38,51.0236 57.0706 58.0292 59.0496 65.0389 66.047 67.0547 69.0704 71.0857 79.0543 81.0702 85.1016 88.0756 91.054 93.0706 94.0415 95.0854 97.0657 99.0803 100.0756 102.0912 107.0495 107.0852 109.0653 109.1009 111.1174 114.0913 122.0363 128.1066 135.1171 137.0595 137.1324 138.0635 153.1275 155.1438 172.1701 184.1694 308.223,0.030661 0.14222 0.16515 0.044252 0.06184 0.063609 0.054534 0.45882 0.2876 0.039117 1.0269 0.098771 0.05983 0.068621 0.041359 0.33069 0.48753 0.038272 0.059773 0.14788 0.055172 0.025416 0.039682 0.045928 0.035555 0.17359 0.36277 1.0075 0.36189 0.24473 100 0.67454 0.17984 0.22702 0.21521 1.7283 2.6011 0.20424,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O
LMFA08020318,107,71.0854 71.1006 72.0582 73.1515 76.1075 76.1937 77.0395 77.0998 78.0428 79.015 79.053 80.0632 80.2204 81.0309 81.0687 82.073 83.0868 83.1534 84.0756 85.0284 85.1011 88.0764 91.0546 92.0551 94.0412 94.0723 94.1846 95.0042 95.0451 95.0856 95.2306 96.0526 97.0638 97.1021 98.0283 98.0677 99.1657 102.0911 104.0034 105.0448 105.151 105.2293 106.0461 107.049 107.0858 108.0403 108.0588 109.0643 110.0731 111.0429 111.1163 114.0905 116.1062 117.1204 119.0491 121.0367 121.1012 122.0359 122.1205 122.1675 122.2335 123.0117 123.0397 123.1971 124.0192 124.0429 124.0934 127.1064 128.1074 130.1218 135.0445 135.1169 136.0482 136.075 136.1181 136.1538 136.2206 137.0598 137.1328 137.1719 137.2112 138.063 138.1309 138.1455 138.9969 139.0353 139.0644 139.1115 139.1396 139.1657 139.1861 139.2375 140.0463 142.1223 145.2254 153.1289 154.1582 155.1434 158.0735 172.1701 173.173 184.1711 185.1729 190.1787 212.0843 213.1902 308.2293,0.030412 0.01247 0.018929 0.023056 0.034359 0.013367 0.043151 0.015251 0.022248 0.013277 0.31488 0.00915 0.021531 0.025837 0.28169 0.016866 0.019288 0.017673 0.015699 0.021441 0.058491 0.070243 0.33713 0.011304 5.2722 0.017404 0.01848 0.020992 0.24966 0.14219 0.009689 0.020633 0.01543 0.017494 0.019377 0.012918 0.011662 0.065399 0.017852 0.3644 0.011483 0.00942 0.036961 0.39302 0.018032 0.017224 0.016058 0.16578 0.043958 0.015968 0.05885 0.049161 0.029335 0.031488 0.03409 0.035436 0.015699 15.957 0.009778 0.027362 0.007625 0.039204 1.0975 0.035256 0.00942 0.016058 0.007984 0.009509 0.054365 0.039921 0.31417 0.057774 0.041446 0.011214 0.017135 0.010227 0.00915 100 0.41339 0.017404 0.016058 6.5874 0.011483 0.015879 0.012918 0.010227 0.11878 0.028079 0.074011 0.05903 0.034539 0.010676 0.008253 0.01561 0.018301 0.022159 0.038306 0.088006 0.008702 1.8863 0.14955 0.60429 0.066924 0.029963 0.020633 0.014713 0.063694,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O
LMFA08020318,7,107.0511 122.0352 122.0655 122.0864 137.0588 137.0932 137.168,1.426 57.4569 1.4854 1.7825 100 2.6738 1.3072,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O
LMFA08020318,8,122.0349 137.059 137.0831 137.0955 137.1154 137.1353 172.1643 184.164,3.6403 100 0.6424 3.5179 1.0401 1.1624 1.193 0.73417,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O
LMFA08020318,10,122.0332 137.0591 137.0915 137.1196 137.1275 137.1388 137.168 155.1427 172.1693 184.1674,1.0239 100 4.4369 1.6638 0.98123 1.0239 1.1945 1.1519 1.5358 7.4232,COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O
