LMID,Frag_Num,mz,Frag_int,smiles
LMFA01100055,25,39.0248 39.0312 41.0385 41.0515 43.0545 44.0248 44.0506 53.0389 53.0511 55.0176 55.0426 56.0511 56.0656 58.0857 60.0519 68.0496 68.0686 69.0337 72.0453 72.0654 73.0334 73.0482 86.0599 86.0771 114.053,1.9 5.9 16.5 2.8 16.7 2 12.1 24.2 11.2 100 2 15.2 4.6 0.9 4.7 51.2 7.9 6.6 12.5 2.2 8.3 3.3 57 13.5 13.9,NCC(=O)CCC(=O)O
LMFA01100055,21,44.0617 53.0378 53.0626 55.0171 55.0401 56.0485 58.0658 68.0502 68.0598 69.0337 72.044 72.06 73.0279 86.0598 86.0705 87.0012 87.0271 96.0429 97.03 114.0537 115.0382,2.2 13.6 0.6 22.5 0.6 1 2.5 10.6 10.5 3.2 9.7 2.5 5.6 100 68 0.7 0.8 7.2 2.6 49.6 2.1,NCC(=O)CCC(=O)O
LMFA01100055,15,39.023 41.0376 41.0579 43.0174 44.0496 45.0316 46.0274 53.0398 55.0177 55.0532 56.0492 60.9854 66.0336 68.0498 69.0321,10 97.1 1.2 47.7 47.5 6.9 4.5 33 100 2 24.1 7.2 7.5 24.7 21.1,NCC(=O)CCC(=O)O
LMFA01100055,19,44.0134 45.0322 53.0388 55.0182 55.0572 58.0644 60.0447 68.0501 69.0349 71.0497 72.0439 73.0289 78.034 78.0476 84.0438 86.0601 96.045 97.0259 114.053,9.7 9 13.1 100 2.6 9.6 16.7 49 12.2 6.3 9.3 18.6 3.3 0.6 9.2 54.3 4 7.8 7.8,NCC(=O)CCC(=O)O
LMFA01100055,22,43.0542 44.0129 46.0285 53.0377 54.0339 55.0181 55.0572 56.05 58.0648 60.0442 68.049 69.0353 70.0645 71.049 72.0447 73.0283 78.0326 86.06 91.0316 96.0452 97.0285 114.0567,2.8 6.7 5 5.8 2.6 30.6 0.6 4 1.2 8.9 12.6 2.8 1.7 3.9 3.1 8.7 3.2 100 1 5.4 1.8 63.3,NCC(=O)CCC(=O)O
LMFA01100055,45,51.023 53.038 54.034 55.018 55.022 56.047 56.049 57.033 57.034 58.029 58.065 59.036 59.037 60.041 60.042 60.044 68.049 69.03 69.033 70.065 71.049 72.04 72.041 72.044 72.08 72.081 73.024 73.028 78.033 78.034 79.017 84.044 85.052 86.06 88.075 88.076 93.024 96.038 96.044 97.028 114.048 114.055 115.038 115.039 115.04,0.0021302 0.25424 0.022498 1 0.0035633 0.00041968 0.045388 0.0012332 0.0012151 0.0025576 0.018997 0.0072474 0.0013357 0.00056965 0.00041336 0.086897 0.57014 0.0023518 0.097635 0.058796 0.00054347 0.0039785 0.0012932 0.14056 0.00067386 0.002612 0.0006627 0.19464 0.00064795 0.0011087 0.00060904 0.020468 0.0047332 0.77993 0.0026517 0.0047797 0.00045791 0.00050648 0.10324 0.030033 0.0010327 0.079333 0.0013783 0.0014678 0.0013714,NCC(=O)CCC(=O)O
LMFA01100055,28,29.0401 30.034 31.017 39.0243 41.0271 41.04 42.0107 42.0362 43.0198 43.0468 44.015 44.0514 44.999 45.0356 53.0411 54.0362 55.0177 55.0517 56.0513 59.0385 60.0465 68.0521 69.0358 69.0593 72.0497 73.0312 78.0326 86.0635,1.09 1.72 1.19 15.84 2.27 18.99 1.14 2.3 14.69 0.72 2.48 13.01 2.67 21.55 25 4.57 100 3.48 2.74 9.98 4.16 14.61 3.54 1.71 1.46 0.95 0.89 1.09,NCC(=O)CCC(=O)O
LMFA01100055,42,27.0199 30.0331 31.0162 39.0228 41.0379 41.0651 42.0336 43.0167 43.054 44.0125 44.0483 45.0328 45.0601 53.0384 53.0683 54.0346 55.0037 55.017 55.0485 56.0493 57.0336 58.0649 59.0357 60.0432 68.0493 69.0336 69.0681 70.0641 71.0493 72.0437 73.028 78.0345 79.0192 84.0443 85.0539 86.0294 86.0599 87.0449 96.0448 97.0288 114.0555 115.039,0.6 0.59 0.59 0.84 8.74 0.5 1.04 2.76 4.22 5.69 2.5 8.65 0.39 20.13 0.79 1.93 0.3 100 4.72 5.45 0.25 1.39 0.84 4.93 35.48 7.07 0.24 0.59 0.59 8.43 14.32 1.8 0.42 1.37 0.28 0.35 49.43 0.59 5.74 2.46 6.23 0.94,NCC(=O)CCC(=O)O
LMFA01100055,26,30.0325 41.0365 43.0168 43.0523 45.0321 53.0379 54.0336 55.0171 55.0489 56.0485 58.0662 60.0445 68.0495 69.0331 70.0642 72.0443 73.0282 78.0326 79.0194 84.0421 86.0597 96.0448 97.0284 114.0547 115.0386 132.0649,0.39 0.74 0.93 0.99 0.94 4.22 1.22 15.34 0.69 0.79 0.38 1.14 5.79 1.21 0.36 3.54 2.65 0.27 0.21 0.31 90.42 3.7 1.33 100 3.82 12.1,NCC(=O)CCC(=O)O
LMFA01100056,7,41.0381 43.0537 44.0498 45.0317 53.038 55.0541 69.0694,55.8194 100 12.3906 1.1763 3.3162 74.2256 1.1168,CCCCCCC(N)C(=O)O
LMFA01100056,8,41.0381 43.0537 44.0498 53.038 55.0541 69.0694 97.102 114.1299,18.9885 75.6722 13.6031 1.3095 100 6.4242 1.6725 8.5165,CCCCCCC(N)C(=O)O
LMFA01100056,8,41.0381 43.0537 44.0498 55.0541 69.0694 71.0846 97.102 114.1299,3.0907 26.5516 6.2961 87.7224 9.6539 1.3345 9.4517 100,CCCCCCC(N)C(=O)O
LMFA01100056,4,55.0541 97.102 114.1299 160.1368,6.0386 1.8732 100 2.9606,CCCCCCC(N)C(=O)O
LMFA01100056,2,114.1297 160.1334,83.1 100,CCCCCCC(N)C(=O)O
LMFA01100056,13,41.0374 42.0329 43.0534 44.0485 55.0538 56.0486 56.0567 69.0694 79.0541 105.069 114.1274 115.1311 160.1336,31.975 2.0674 87.1568 11.6855 100 5.9771 5.9771 4.6195 1.083 1.3447 61.5591 4.4662 59.003,CCCCCCC(N)C(=O)O
LMFA01100056,7,43.0534 55.0538 69.0694 97.1005 114.1274 115.1311 160.1336,1.8498 10.3163 1.3604 2.5459 100 6.4995 6.0732,CCCCCCC(N)C(=O)O
LMFA01100056,4,114.1274 115.1311 121.05 160.1336,83.1439 5.3048 1.3943 100,CCCCCCC(N)C(=O)O
LMFA01100056,11,41.0376 43.0534 55.0537 56.0488 69.0696 70.0646 97.1007 112.0868 114.1302 115.1311 160.1336,2.9 9.8 21.8 13.7 4.4 1.7 2.9 40 100 7.1 10.2,CCCCCCC(N)C(=O)O
LMFA01100056,10,41.0376 43.0535 44.0486 55.0535 56.0489 69.0696 111.0452 114.1276 134.0674 160.1334,11 17.1 16.2 100 8 2.4 1.5 1.7 2.5 1.8,CCCCCCC(N)C(=O)O
LMFA01100057,61,53.0393 55.0185 55.055 56.0502 57.0706 58.0659 58.0739 59.05 63.0188 63.9894 64.0077 65.0395 67.0549 68.0502 69.0706 70.0623 70.0658 71.0498 71.0629 71.0692 71.0715 72.0451 72.0813 74.0243 74.097 75.1005 79.0549 83.092 85.0766 86.0608 86.0837 86.097 87.0559 87.0925 87.1002 88.0378 88.0762 90.0555 90.0918 91.0547 92.0581 93.0704 97.0764 98.0606 99.083 102.0362 102.092 103.0544 105.0702 106.0657 106.0733 107.0858 115.0546 115.0869 116.0708 117.0575 117.0742 131.0815 131.0856 132.0812 133.1012,0.002765 0.000573 0.000933 0.000605 0.003865 0.012029 0.003842 0.000204 0.00154 0.000191 0.016556 0.000207 0.000727 0.075114 0.001215 0.12273 100 0.11389 0.22069 4.852 0.044715 0.000201 0.003468 0.006702 0.00047 0.001938 0.00293 0.020007 0.003619 0.00025 0.019563 0.027462 0.000212 0.001735 0.000328 0.003422 0.00863 0.003826 0.002623 0.012651 0.00081 0.000808 0.12851 0.041568 0.000185 0.017815 0.000272 0.000285 0.013665 0.000229 0.000255 0.00021 0.000639 0.34341 4.8923 0.000231 0.17138 0.020468 0.001566 0.000273 0.001768,NCCCC(N)C(=O)O
LMFA01100057,72,51.0544 55.0118 55.0186 55.055 55.1038 56.0502 56.0524 57.0706 58.0034 58.0659 58.074 59.0121 61.0942 63.0981 67.0549 67.0956 68.0502 69.0587 69.0706 70.0408 70.0433 70.0622 70.0658 71.0498 71.0628 71.0691 72.0814 73.0655 74.0242 74.0607 74.097 75.002 75.1004 76.0226 77.0041 78.0893 79.0549 81.0706 85 85.0766 86.0606 86.097 87.0559 87.0922 87.1003 88.0763 88.0814 89.0602 90.0555 91.0548 92.0581 93.0703 95.0309 97.0765 97.0814 98.0604 105.0668 105.0703 106.0735 107.0859 115.0868 116.0708 116.0898 117.0675 117.0685 117.0742 118.0749 131.0858 132.0814 132.089 133.0923 133.0972,0.000273 0.002147 0.00028 0.000658 0.003143 0.000505 0.002459 0.001363 0.024336 0.001932 0.00145 0.001949 0.002276 0.023121 0.000631 0.000214 0.011702 0.000237 0.000624 0.023257 0.003017 0.032486 100 0.10079 0.15152 4.9251 0.000776 0.000338 0.004205 0.00078 0.001675 0.027224 0.001606 0.00028 0.00025 0.026648 0.002809 0.000253 0.002069 0.003027 0.00079 0.074897 0.000535 0.010733 0.000354 0.026845 0.023224 0.00104 0.024051 0.013184 0.000593 0.001838 0.000242 0.25055 0.002177 0.008371 0.000275 0.010259 0.000394 0.001328 3.8581 32.1831 0.044767 0.011528 0.01062 1.92 0.003695 0.005051 0.000274 0.001602 0.026326 0.73501,NCCCC(N)C(=O)O
LMFA01100057,65,55.0186 55.055 56.0502 57.0621 57.0706 58.0659 58.074 59.0497 67.0549 68.0503 69.0298 69.0705 70.0623 70.0658 71.0479 71.0498 71.0629 71.0691 71.0724 72.0451 72.0814 73.0655 74.0243 74.0608 74.0749 74.0969 75.067 75.1004 79.0548 80.0487 81.0704 85.0765 86.0606 86.0799 86.0969 87.0559 87.0746 87.0922 87.1003 88.0398 88.0762 89.0602 90.0554 90.0918 91.0547 92.0581 93.0704 97.0764 98.0603 102.0917 105.0702 106.0736 107.0857 115.0869 116.0637 116.0709 116.0896 117.0679 117.0741 118.0751 129.0697 131.0818 131.0858 132.089 133.0972,0.000171 0.000208 0.000723 0.008457 0.003148 0.006829 0.00339 0.000121 0.000931 0.012268 0.002199 0.001667 0.13564 100 0.000181 0.059442 0.38324 4.8325 0.011609 0.000131 0.001141 0.000521 0.002138 0.000905 0.012876 0.005607 0.009447 0.00375 0.002735 0.000366 0.000157 0.010253 0.001824 0.0003 0.11428 0.001002 0.009046 0.177 0.003057 0.000333 0.13339 0.004576 0.040865 0.000645 0.014859 0.000419 0.002595 0.43364 0.005273 0.000523 0.017083 0.000848 0.00246 9.7732 0.024438 65.8811 0.33575 0.082285 4.2573 0.02716 0.000151 0.001561 0.012971 0.003956 3.8071,NCCCC(N)C(=O)O
LMFA01100057,6,70.0652 115.087 116.0707 116.08 117.0742 133.0993,100 5.3 36.2 1.9 1.7 1.3,NCCCC(N)C(=O)O
LMFA01100057,8,64.0129 70.0652 71.0684 86.0717 115.0867 116.0707 117.074 133.0972,0.9 100 2.7 1 6.5 44 1.4 1.2,NCCCC(N)C(=O)O
LMFA01100057,6,70.0612 70.0653 72.0809 88.0218 88.0757 116.071,7.3 100 63.5 7.7 10.3 35.5,NCCCC(N)C(=O)O
LMFA01100057,5,70.0652 97.076 115.0865 116.0705 133.097,100 0.5 6.9 37.8 1,NCCCC(N)C(=O)O
LMFA01100057,6,70.0304 70.0652 97.076 115.0866 116.0705 133.0971,0.5 100 0.6 7.1 37.4 1,NCCCC(N)C(=O)O
LMFA01100057,6,70.0652 88.022 97.0759 115.0866 116.0706 133.0969,100 0.9 0.6 7.4 37.3 1.1,NCCCC(N)C(=O)O
LMFA01100057,13,44.0498 45.0335 53.0392 54.0324 70.0648 70.0958 72.0811 74.023 79.0548 88.04 88.0762 105.0686 116.0709,0.5 7.1 1.7 0.9 100 1.3 2.6 1.6 1.1 0.5 0.9 0.9 1.2,NCCCC(N)C(=O)O
LMFA01100057,8,43.0549 44.0499 45.0336 51.0218 53.0378 53.0669 68.0487 70.0651,8.9 2.8 7.2 10.6 13.7 0.6 4.4 100,NCCCC(N)C(=O)O
LMFA01100057,11,45.0331 69.0439 70.0646 70.0958 72.0795 74.0213 86.0965 105.0688 115.0854 116.0703 133.099,11.1 2.1 100 1.4 4.7 0.8 2.8 2.8 9.5 38.7 1.6,NCCCC(N)C(=O)O
LMFA01100057,11,41.0401 41.0482 43.0559 44.0505 53.0396 53.0493 57.0349 68.0512 68.0626 70.0669 70.0768,2.3 1.1 10.5 0.6 2.1 0.9 0.6 3.2 1.7 100 45.9,NCCCC(N)C(=O)O
LMFA01100057,4,43.0556 70.067 70.0767 116.0727,0.9 100 48.6 1.7,NCCCC(N)C(=O)O
LMFA01100057,6,70.067 70.0768 97.077 115.087 116.0712 133.0973,100 47 0.6 4.3 40.3 2.2,NCCCC(N)C(=O)O
LMFA01100057,7,43.0558 53.0515 70.0672 70.077 71.051 116.0714 116.0893,0.8 0.5 100 47.4 1.3 3.2 0.9,NCCCC(N)C(=O)O
LMFA01100057,8,70.0671 70.0769 71.0508 88.0792 88.0896 115.0871 116.0712 133.0978,100 54.7 0.7 0.7 1.3 4.5 40.3 1.9,NCCCC(N)C(=O)O
LMFA01100057,14,39.0231 41.0403 41.0516 43.0319 43.0552 43.0779 44.0527 44.0591 53.0412 53.0496 68.0538 68.0627 70.0671 70.077,1.3 3.2 1.1 1.8 17.1 0.6 1.4 2.3 1.8 2.1 4.2 5.6 100 49.5,NCCCC(N)C(=O)O
LMFA01100057,3,45.0159 68.0495 70.0667,5 5.3 100,NCCCC(N)C(=O)O
LMFA01100057,6,45.0139 68.0503 70.0666 71.0496 89.0234 103.0546,2.1 3 100 3.5 2.6 0.9,NCCCC(N)C(=O)O
LMFA01100057,6,70.0665 70.0961 86.0974 115.0855 116.0715 133.0989,100 1.5 5 6.8 44.5 7.9,NCCCC(N)C(=O)O
LMFA01100057,6,41.0381 43.0548 53.0393 68.0496 70.0657 71.0502,3.1 12.1 2.9 4 100 1.6,NCCCC(N)C(=O)O
LMFA01100057,6,43.0545 68.0497 70.0654 71.0507 74.0242 116.0708,0.9 0.7 100 0.5 0.5 1,NCCCC(N)C(=O)O
LMFA01100057,4,70.0657 115.0872 116.0716 133.0983,100 5.7 33.1 1.3,NCCCC(N)C(=O)O
LMFA01100057,6,41.0381 42.0324 43.0532 53.0385 68.0486 70.0642,2 1.6 10.9 1.9 4.1 100,NCCCC(N)C(=O)O
LMFA01100057,4,70.0643 115.086 116.0697 133.097,100 4.6 33.6 1.2,NCCCC(N)C(=O)O
LMFA01100057,3,43.0533 70.0642 116.0701,1.4 100 0.7,NCCCC(N)C(=O)O
LMFA01100057,4,41.0384 43.054 53.0384 70.0665,4.4586 8.3986 4.5601 100,NCCCC(N)C(=O)O
LMFA01100057,2,43.054 70.0665,2.395 100,NCCCC(N)C(=O)O
LMFA01100057,2,43.054 70.0665,4.8613 100,NCCCC(N)C(=O)O
LMFA01100057,5,70.0664 70.9918 115.088 116.072 133.0984,100 2.2213 5.6687 31.4213 3.2129,NCCCC(N)C(=O)O
LMFA01100057,8,43.0535 58.0648 68.0489 70.0644 71.0605 71.0671 71.0849 133.0963,6.4962 1.1254 2.6607 100 4.0929 4.0891 1.1292 9.3651,NCCCC(N)C(=O)O
LMFA01100057,6,43.0535 71.0605 115.086 116.0703 118.0863 133.0963,14.0582 100 22.4514 2.2712 21.5899 31.2231,NCCCC(N)C(=O)O
LMFA01100057,5,70.0644 115.086 116.0703 117.0743 133.0963,55.4995 21.7824 100 5.4138 47.8272,NCCCC(N)C(=O)O
LMFA01100057,16,70.0651 68.0495 116.0705 71.049 74.0235 53.0025 97.0759 88.021 98.0599 70.0496 74.0964 53.0389 70.0635 70.0809 70.0718 70.0802,100 0.97 0.4 0.3 0.3 0.25 0.16 0.12 0.1 0.1 0.09 0.09 0.08 0.06 0.06 0.06,NCCCC(N)C(=O)O
LMFA01100057,10,70.0651 116.0705 74.0236 68.0496 71.049 115.0865 97.076 88.021 98.0599 70.0496,100 2.93 0.41 0.38 0.3 0.29 0.23 0.12 0.12 0.1,NCCCC(N)C(=O)O
LMFA01100057,13,70.0651 116.0705 115.0865 74.0236 97.076 133.097 71.049 88.021 68.0495 88.0756 87.0552 98.0599 87.0916,100 19.6 2.36 0.47 0.33 0.3 0.22 0.19 0.14 0.13 0.13 0.1 0.09,NCCCC(N)C(=O)O
LMFA01100057,19,70.0651 116.0705 115.0866 133.097 74.0236 97.0759 87.0552 88.0213 73.0646 88.0756 71.049 116.0671 87.0916 74.0964 70.0807 68.0495 70.0495 133.1005 105.0697,100 47.78 6.79 2.07 0.5 0.47 0.28 0.23 0.17 0.16 0.14 0.14 0.13 0.09 0.09 0.08 0.08 0.07 0.07,NCCCC(N)C(=O)O
LMFA01100057,18,70.0651 116.0705 115.0866 133.097 74.0236 97.0759 87.0552 88.0211 73.0646 87.0916 71.049 88.0756 74.0964 68.0495 70.0806 70.0495 105.0696 98.0599,100 62.3 9.56 3.18 0.51 0.45 0.32 0.25 0.19 0.17 0.15 0.14 0.09 0.09 0.08 0.07 0.07 0.05,NCCCC(N)C(=O)O
LMFA01100057,9,27.0213 28.0157 41.0373 43.0532 44.0483 53.0368 56.05 68.0484 70.0648,0.63 1.39 2.52 10.12 1.15 1.4 0.64 3.58 100,NCCCC(N)C(=O)O
LMFA01100057,6,43.0533 68.0493 70.0651 71.0477 87.0907 116.0701,1.45 0.63 100 0.19 0.16 2.01,NCCCC(N)C(=O)O
LMFA01100057,5,70.0645 71.0478 115.0871 116.07 133.0972,100 1.17 5.39 54.87 5.84,NCCCC(N)C(=O)O
LMFA01100057,15,27.022 28.0177 30.0316 41.0381 42.0326 43.04 43.0536 43.0802 43.0927 44.0483 44.9948 53.0383 68.049 70.0645 71.0674,0.88 0.57 0.73 2.09 1.35 0.87 8.95 0.42 0.37 1.86 0.6 1.11 4.3 100 0.72,NCCCC(N)C(=O)O
LMFA01100057,11,28.0162 41.0377 43.0531 53.0362 68.048 70.065 71.0497 97.0715 98.061 115.0876 116.0709,0.16 0.41 1.05 0.33 0.25 100 0.29 0.3 0.44 0.36 1.3,NCCCC(N)C(=O)O
LMFA01100057,10,43.0397 70.0435 70.0651 72.0818 87.09 88.0726 115.0463 115.0861 116.0707 133.0981,0.37 0.16 100 0.36 0.64 0.19 0.18 10.4 71.66 5.38,NCCCC(N)C(=O)O
LMFA01100057,2,70.0936 115.0503,1.4483 100,NCCCC(N)C(=O)O
LMFA01100057,2,70.054 88.0642,1.4835 0.093782,NCCCC(N)C(=O)O
LMFA01100057,8,41.0396 43.0561 47.0125 68.052 70.0695 87.0497 98.062 116.0744,0.78374 5.4989 0.11469 1.1533 100 0.11469 0.26762 4.3169,NCCCC(N)C(=O)O
LMFA01100057,4,70.0658 115.0864 116.0624 116.0709,100 2.7257 2.1448 37.3551,NCCCC(N)C(=O)O
LMFA01100057,22,56.1014 58.0659 70.0658 71.0691 72.0814 84.0813 85.0766 87.0919 89.0601 91.0545 95.0163 96.9954 97.0764 102.0916 105.0701 111.0109 115.0867 116.0707 117.074 123.0109 133.097 133.1012,0.16566 0.24636 100 1.4734 5.8405 0.36593 0.36067 0.21816 0.62167 0.24147 0.39914 1.3284 0.29746 1.4729 0.59606 0.89552 12.6374 82.4699 1.7739 0.22449 5.3225 0.68051,NCCCC(N)C(=O)O
LMFA01100057,29,56.0503 58.066 69.0535 70.046 70.0658 71.0691 72.0449 72.0814 84.0813 85.0766 87.0639 88.0222 88.0762 89.0601 95.0163 96.9956 97.0764 98.0839 102.0916 104.0762 105.0702 105.092 111.0109 115.0867 116.0707 117.0741 119.1013 133.097 133.1012,0.2431 0.29807 0.19783 0.16849 100 1.4307 0.17549 7.3186 0.68366 1.0911 0.31316 0.23612 0.3897 0.92288 0.65417 2.2977 1.3535 0.27581 4.6802 0.16696 0.76388 0.14692 1.3385 13.1795 81.3817 0.95554 0.17823 5.7922 1.03,NCCCC(N)C(=O)O
LMFA01100057,22,56.1014 58.0659 70.0658 71.0691 72.0814 84.0813 85.0766 87.0919 89.0601 91.0545 95.0163 96.9954 97.0764 102.0916 105.0701 111.0109 115.0867 116.0707 117.074 123.0109 133.097 133.1012,0.16566 0.24636 100 1.4734 5.8405 0.36593 0.36067 0.21816 0.62167 0.24147 0.39914 1.3284 0.29746 1.4729 0.59606 0.89552 12.6374 82.4699 1.7739 0.22449 5.3225 0.68051,NCCCC(N)C(=O)O
LMFA01100057,29,56.0503 58.066 69.0535 70.046 70.0658 71.0691 72.0449 72.0814 84.0813 85.0766 87.0639 88.0222 88.0762 89.0601 95.0163 96.9956 97.0764 98.0839 102.0916 104.0762 105.0702 105.092 111.0109 115.0867 116.0707 117.0741 119.1013 133.097 133.1012,0.2431 0.29807 0.19783 0.16849 100 1.4307 0.17549 7.3186 0.68366 1.0911 0.31316 0.23612 0.3897 0.92288 0.65417 2.2977 1.3535 0.27581 4.6802 0.16696 0.76388 0.14692 1.3385 13.1795 81.3817 0.95554 0.17823 5.7922 1.03,NCCCC(N)C(=O)O
LMFA01100059,19,55.0183 55.0545 57.0338 67.0543 69.0336 69.0701 79.0544 81.07 83.0493 83.0857 95.0856 97.1014 101.0962 107.0857 124.1124 125.0963 142.1228 143.1264 160.1334,1 11.6 0.8 2 1.4 1.9 8 4.8 1 11.9 0.8 21.2 0.8 11.5 6.6 9.6 100 2.1 43,NCCCCCCCC(=O)O
LMFA01100059,20,55.0545 57.0337 67.0543 69.0337 69.0699 79.0543 81.0699 82.0651 83.0491 83.0855 91.0542 95.0857 97.1012 101.0962 107.0855 113.096 124.1121 125.0961 142.1227 160.1332,6.2 0.7 2.4 1.1 2.5 14.4 6.2 0.5 1 9.7 0.5 1.4 19.2 0.7 17.2 0.5 9.7 8.3 100 32.8,NCCCCCCCC(=O)O
LMFA01100059,20,39.0224 41.0384 43.0173 43.0537 45.0333 53.0384 55.0169 55.0541 55.083 56.0491 57.0691 59.049 65.0388 69.0325 69.07 72.0802 77.0389 79.054 81.0695 91.0528,4.9 16 2.8 4.2 3.9 3.5 6.5 100 4 1.1 0.6 3.6 1.3 0.7 1.3 0.8 2.3 2.3 2 2.1,NCCCCCCCC(=O)O
LMFA01100059,35,41.0381 43.0173 43.0534 44.048 45.0329 55.0176 55.054 55.0828 55.0929 56.0494 57.0334 57.0691 59.0487 67.0549 69.0334 69.0701 70.0643 77.0384 79.0543 81.0703 82.0652 83.0497 83.0855 87.0435 91.0537 95.0851 97.1012 101.06 101.0961 105.0686 107.085 124.1122 125.0962 142.1221 160.1323,1 3.1 2.1 0.5 2.2 7.3 100 4.3 3.9 2 2.7 1.9 3.1 3.7 1.3 5.2 0.6 1.3 11.2 10.5 1 2.6 13.8 0.9 1.3 1.2 4.2 0.8 0.5 1.1 3.9 2 0.6 6.5 0.6,NCCCCCCCC(=O)O
LMFA01100059,21,43.0174 55.0179 55.054 56.0495 57.0695 59.0492 67.0532 69.0328 69.0694 79.0543 81.0698 83.0486 83.0851 95.0847 97.1012 101.0963 107.0854 124.1118 125.0962 142.1226 160.1331,1.4 1.4 15.2 1 0.7 0.6 1.8 1.1 1.6 5.3 2.4 1.4 10.4 0.6 13.8 0.5 7.8 6.1 5.9 100 47.6,NCCCCCCCC(=O)O
LMFA01100059,18,39.0251 41.041 43.0195 43.0557 45.0358 51.0242 53.041 55.0202 55.0568 59.0517 65.0412 67.0572 69.0733 77.0416 79.057 81.0727 83.0897 91.0584,3.9 12.5 5.8 3.7 4.4 0.5 7.9 8.7 100 3.7 1.6 0.6 0.6 4.6 5 1.1 0.5 2.4,NCCCCCCCC(=O)O
LMFA01100059,32,41.0409 43.0197 43.0559 45.0355 53.0416 55.0207 55.0568 56.0519 57.0359 57.0722 59.0515 67.057 69.0354 69.0727 70.0679 77.044 79.0573 81.0729 82.0672 83.0521 83.0882 86.062 87.0841 91.0567 95.0878 97.1046 101.0989 105.074 107.0889 124.1154 125.0991 142.1262,2.8 4.4 1.6 1.6 0.8 5.7 100 0.9 1.3 2.4 2.9 3.5 0.7 6.3 0.6 0.5 12.6 9.9 0.9 1.9 16.5 0.6 0.5 2.3 1.2 5.9 1 0.8 5.6 2 1.2 6.3,NCCCCCCCC(=O)O
LMFA01100059,22,43.0201 46.0303 55.02 55.0568 57.0357 57.0731 59.0516 67.0571 69.0361 69.0726 79.0573 81.0733 82.0674 83.0525 83.0885 95.0876 97.1044 107.0893 124.1153 125.0997 142.1259 160.1366,2.6 0.9 1.9 19.3 1.4 0.6 0.6 2.1 1.8 1.7 7.5 4.4 1 1.4 11.5 1.4 15.5 11.8 5.2 5.7 100 44,NCCCCCCCC(=O)O
LMFA01140050,122,75.2273 76.03 86.0195 93.0723 95.0863 97.0662 97.1058 98.07 99.0852 99.1184 100.1236 102.2348 105.0744 107.0855 107.1524 109.1024 109.1302 110.105 111.0804 111.1183 112.1198 113.1336 115.0764 117.0779 120.0936 121.1029 121.2605 122.109 123.1182 124.0919 124.1225 125 125.0954 125.1342 126.1012 127.1139 129.0854 129.1331 130.0796 135.1163 136.1198 137.1302 138.1353 139.1114 139.1496 140.1205 141.1255 141.1586 143.1067 143.1391 148.1496 149.1347 150.1337 151.1161 151.1519 151.2041 152.1523 153.1272 153.1611 154.1319 154.1638 155.0445 155.1389 157.1196 157.1583 158.1214 159.1136 163.1499 164.1532 165.1623 167.1425 167.1751 168.0902 168.1546 169.1568 171.1401 172.1405 174.2403 177.1641 177.1912 178.1662 179.1803 181.1593 182.1645 184.1893 185.1526 185.2249 187.1495 189.1717 191.1804 192.0887 192.1797 193.0937 193.196 195.1738 196.1759 198.0178 199.1027 199.1701 200.1793 203.1032 205.1867 205.2238 207.1807 208.1152 208.1497 209.1869 209.2243 210.2271 212.2135 213.1766 215.1769 219.223 227.202 227.2453 233.1461 233.2266 234.2289 251.2371 252.2388 269.2404 269.249,4.2033 5.3763 5.1808 5.7674 22.2874 15.8358 15.8358 5.2786 5.7674 5.6696 4.7898 6.2561 5.2786 20.8211 2.2483 10.3617 3.2258 4.8876 18.5728 8.6999 6.0606 4.9853 8.4066 2.4438 6.4516 28.4457 1.2708 5.9629 10.1662 4.4966 3.6168 2.6393 24.3402 3.5191 6.1584 9.5797 3.8123 5.4741 2.5415 44.6725 9.6774 10.4594 4.5943 46.4321 6.0606 5.2786 4.3011 6.8426 10.1662 4.9853 6.4516 41.9355 10.8504 1.6618 21.2121 7.3314 1.173 43.8905 5.5718 4.3011 4.4966 3.2258 4.5943 6.5494 6.0606 5.7674 4.3988 64.7116 6.0606 5.0831 28.0547 6.0606 3.1281 4.5943 4.0078 10.9482 2.2483 3.3236 31.3783 3.7146 13.5875 5.9629 12.5122 10.3617 4.6921 10.3617 2.0528 4.3988 3.8123 13.1965 2.4438 9.6774 4.3988 4.3011 25.7087 8.5044 4.1056 5.3763 13.783 3.9101 4.3988 2.0528 5.6696 3.5191 5.7674 1.3685 9.7752 10.0684 4.6921 5.1808 9.3842 3.7146 2.8348 10.1662 2.8348 4.7898 100 26.5885 73.0205 26.2952 8.2111 5.2786,CCCCCCC1CC1CCCCCCCC(=O)O
